TREENUM,SURVEYDATE,SPECIES_CODE,COMMONNAME,DBH1_in,TOTHT_ft,CROWNWIDTHNS_ft,CROWNWIDTHEW_ft,BOTANICAL,TreeStatus,CanopyRadius_ft
7159,2012-09-19,ACSA2,Sugar maple,4.3,22,17,19,Acer saccharum,Active,10
7160,2012-09-19,ACSA2,Sugar maple,3.8,20,18,17,Acer saccharum,Active,9
7161,2012-09-19,QUPH,Willow oak,14,42,32,29,Quercus phellos,Active,16
7162,2012-09-19,QUPH,Willow oak,14,44,28,29,Quercus phellos,Active,14
7163,2012-09-19,QUPH,Willow oak,11.6,39,34,29,Quercus phellos,Active,17
7164,2012-09-19,ILCO2,Chinese holly,3.5,12,11,11,Ilex cornuta,Active,6
7165,2012-09-19,PRYE,Yoshino flowering cherry,3.3,11,16,17,Prunus yedoensis,Active,8
7166,2012-09-19,PRYE,Yoshino flowering cherry,4.7,12,16,17,Prunus yedoensis,Active,8
7167,2012-09-19,PRYE,Yoshino flowering cherry,4.8,14,15,16,Prunus yedoensis,Active,8
7168,2012-09-19,ACPA,Japanese maple,4,8,12,13,Acer palmatum,Active,6
7169,2012-09-19,ILCO2,Chinese holly,6,31,18,17,Ilex cornuta,Active,9
7170,2012-09-19,ILCO2,Chinese holly,6,25,17,24,Ilex cornuta,Active,12
7171,2012-09-19,ILCO2,Chinese holly,4.5,25,16,22,Ilex cornuta,Active,11
7172,2012-09-19,ILCO2,Chinese holly,5.8,25,18,18,Ilex cornuta,Active,9
7173,2012-09-19,SYSP,lilac spp,3,12,5,6,Syringa,Active,3
7174,2012-09-19,LAIN,Common crapemyrtle,2.2,19,22,22,Lagerstroemia indica,Active,11
7175,2012-09-19,QUPH,Willow oak,9.2,34,16,16,Quercus phellos,Active,8
7176,2012-09-19,QUPH,Willow oak,8.9,22,17,24,Quercus phellos,Active,12
7177,2012-09-19,QUPH,Willow oak,10.3,39,26,30,Quercus phellos,Active,15
7178,2012-09-19,LAIN,Common crapemyrtle,3.1,17,21,21,Lagerstroemia indica,Active,10
7179,2012-09-20,ACPA,Japanese maple,7.4,17,23,24,Acer palmatum,Active,12
7180,2012-09-20,ACPA,Japanese maple,3.1,10,11,14,Acer palmatum,Active,7
7181,2012-09-20,ACPA,Japanese maple,2.9,6,11,11,Acer palmatum,Active,6
7182,2012-09-20,ACPA,Japanese maple,2.2,17,14,16,Acer palmatum,Active,8
7183,2012-09-20,MAGR,Southern magnolia,19.6,54,55,47,Magnolia grandiflora,Active,28
7184,2012-09-20,MAGR,Southern magnolia,9.4,39,32,26,Magnolia grandiflora,Active,16
7185,2012-09-20,PITA,Loblolly pine,14.5,78,44,28,Pinus taeda,Active,22
7186,2012-09-20,MAGR,Southern magnolia,1.9,15,8,11,Magnolia grandiflora,Active,6
7187,2012-09-20,PITA,Loblolly pine,27.5,84,82,53,Pinus taeda,Active,41
7188,2012-09-20,PITA,Loblolly pine,24.4,78,71,32,Pinus taeda,Active,36
7189,2012-09-20,PITA,Loblolly pine,21.4,81,38,38,Pinus taeda,Active,19
7190,2012-09-20,PITA,Loblolly pine,17.7,74,30,30,Pinus taeda,Active,15
7191,2012-09-20,PITA,Loblolly pine,17.8,77,27,28,Pinus taeda,Active,14
7192,2012-09-20,ILOP,American holly,2,8,6,6,Ilex opaca,Active,3
7193,2012-09-20,ILOP,American holly,2.3,9,6,7,Ilex opaca,Active,4
7194,2012-09-20,ACPA,Japanese maple,3.5,10,11,7,Acer palmatum,Active,6
7195,2012-09-20,ACPA,Japanese maple,2,7,6,8,Acer palmatum,Active,4
7196,2012-09-20,ACPA,Japanese maple,12.5,16,25,23,Acer palmatum,Active,12
7197,2012-09-20,COKO,Kousa dogwood,7.5,21,29,25,Cornus kousa,Active,14
7198,2012-09-20,COKO,Kousa dogwood,6.7,21,21,15,Cornus kousa,Active,10
7199,2012-09-20,PIPU2,Fever bark,1.7,7,12,11,Pinckneya bracteata,Active,6
7200,2012-09-20,COKO,Kousa dogwood,4.8,17,30,33,Cornus kousa,Active,16
7201,2012-09-20,COKO,Kousa dogwood,2,17,19,18,Cornus kousa,Active,10
7202,2012-09-20,COKO,Kousa dogwood,1.9,14,21,16,Cornus kousa,Active,10
7203,2012-09-20,COKO,Kousa dogwood,5.6,22,26,20,Cornus kousa,Active,13
7204,2012-09-20,PITA,Loblolly pine,21.7,83,42,39,Pinus taeda,Active,21
7205,2012-09-20,PITA,Loblolly pine,24.1,88,39,33,Pinus taeda,Active,20
7206,2012-09-20,VIBU3,Buddlejaleaf viburnum,6.3,7,8,8,Viburnum buddleifolium,Active,4
7207,2012-09-20,FAGR,American beech,34.5,77,85,84,Fagus grandifolia,Active,42
7208,2012-09-20,ULRU,Slippery elm,5.4,26,24,23,Ulmus rubra,Active,12
7209,2012-09-20,CELA,Sugarberry,7,27,26,29,Celtis laevigata,Active,14
7210,2012-09-20,CELA,Sugarberry,8,30,18,21,Celtis laevigata,Active,10
7211,2012-09-20,CELA,Sugarberry,8.2,32,26,30,Celtis laevigata,Active,15
7212,2012-09-20,PRLA,Common cherry laurel,4.2,22,23,19,Prunus laurocerasus,Active,12
7213,2012-09-20,PRLA,Common cherry laurel,3.4,19,19,11,Prunus laurocerasus,Active,10
7214,2012-09-20,ACRU,Red maple,6,34,22,22,Acer rubrum,Active,11
7215,2012-09-20,PRLA,Common cherry laurel,2.2,22,16,12,Prunus laurocerasus,Active,8
7216,2012-09-20,PRLA,Common cherry laurel,2.3,17,14,11,Prunus laurocerasus,Active,7
7217,2012-09-20,CELI,Cedar of lebanon,2.5,8,5,5,Cedrus libani,Active,2
7218,2012-09-20,QUFA,Southern red oak,1.3,9,6,7,Quercus falcata,Active,4
7219,2012-09-20,ILOP,American holly,2.3,16,12,13,Ilex opaca,Active,6
7220,2012-09-20,CELA,Sugarberry,11.6,32,33,32,Celtis laevigata,Active,16
7221,2012-09-20,ILCO2,Chinese holly,8,9,15,12,Ilex cornuta,Active,8
7222,2012-09-20,ACRU,Red maple,7.8,24,21,23,Acer rubrum,Active,12
7223,2012-09-20,CAIL,Pecan,2,15,10,11,Carya illinoinensis,Active,6
7224,2012-09-20,ACRU,Red maple,11.6,25,24,29,Acer rubrum,Active,14
7225,2012-09-20,PRSE1,Black cherry,2.2,13,9,13,Prunus serotina,Active,6
7226,2012-09-20,CRJA,Japanese red cedar,5.3,24,16,13,Cryptomeria japonica,Active,8
7227,2012-09-20,CRJA,Japanese red cedar,5.6,27,12,11,Cryptomeria japonica,Active,6
7228,2012-09-20,CRJA,Japanese red cedar,5.7,27,13,13,Cryptomeria japonica,Active,6
7229,2012-09-20,CRJA,Japanese red cedar,5.9,32,14,13,Cryptomeria japonica,Active,7
7230,2012-09-20,QUST,Post oak,6.9,24,23,21,Quercus stellata,Active,12
7231,2012-09-20,CRJA,Japanese red cedar,2.3,12,8,8,Cryptomeria japonica,Active,4
7232,2012-09-20,CELI,Cedar of lebanon,3.1,7,5,5,Cedrus libani,Active,2
7233,2012-09-20,CRJA,Japanese red cedar,2,12,8,8,Cryptomeria japonica,Active,4
7234,2012-09-20,CELI,Cedar of lebanon,3.2,8,6,6,Cedrus libani,Active,3
7235,2012-09-20,CRJA,Japanese red cedar,2.2,12,7,6,Cryptomeria japonica,Active,4
7236,2012-09-20,CRJA,Japanese red cedar,1.8,11,8,7,Cryptomeria japonica,Active,4
7237,2012-09-20,CECA,Eastern redbud,5.9,21,22,29,Cercis canadensis,Active,14
7238,2012-09-20,FAGR,American beech,49.8,98,92,100,Fagus grandifolia,Active,50
7239,2012-09-20,LIST,Sweetgum,40.5,106,55,68,Liquidambar styraciflua,Active,34
7240,2012-09-20,LIST,Sweetgum,24.3,105,55,42,Liquidambar styraciflua,Active,28
7241,2012-09-20,LIST,Sweetgum,28.5,104,57,54,Liquidambar styraciflua,Active,28
7242,2012-09-20,LIST,Sweetgum,19.3,98,63,46,Liquidambar styraciflua,Active,32
7243,2012-09-20,QUNI,Water oak,16,68,35,44,Quercus nigra,Active,22
7244,2012-09-20,DIVI,Common persimmon,14,87,35,40,Diospyros virginiana,Active,20
7245,2012-09-20,QUNI,Water oak,30.5,67,66,72,Quercus nigra,Active,36
7246,2012-09-20,LIST,Sweetgum,32.2,88,64,61,Liquidambar styraciflua,Active,32
7247,2012-09-20,LIST,Sweetgum,28,84,94,75,Liquidambar styraciflua,Active,47
7248,2012-09-20,FAGR,American beech,25,89,67,63,Fagus grandifolia,Active,34
7249,2012-09-20,QUFA,Southern red oak,54.4,97,116,98,Quercus falcata,Active,58
7250,2012-09-20,LITU,Tulip tree,33,97,69,65,Liriodendron tulipifera,Active,34
7251,2012-09-20,MAGR,Southern magnolia,21.3,65,42,38,Magnolia grandiflora,Active,21
7252,2012-09-20,FAGR,American beech,24.6,67,71,77,Fagus grandifolia,Active,38
7253,2012-09-20,LIST,Sweetgum,21.6,88,42,47,Liquidambar styraciflua,Active,24
7254,2012-09-20,LIST,Sweetgum,21.5,90,48,35,Liquidambar styraciflua,Active,24
7255,2012-09-20,LIST,Sweetgum,21.3,91,57,37,Liquidambar styraciflua,Active,28
7256,2012-09-20,LIST,Sweetgum,27.5,90,81,55,Liquidambar styraciflua,Active,40
7257,2012-09-20,QUNI,Water oak,4.1,26,19,18,Quercus nigra,Active,10
7258,2012-09-20,ACRU,Red maple,27.6,45,58,49,Acer rubrum,Active,29
7259,2012-09-20,CABI,Southern catalpa,47.5,47,49,53,Catalpa bignonioides,Active,26
7260,2012-09-20,LAIN,Common crapemyrtle,5.6,24,21,29,Lagerstroemia indica,Active,14
7261,2012-09-20,LAIN,Common crapemyrtle,4.2,20,25,22,Lagerstroemia indica,Active,12
7262,2012-09-20,LAIN,Common crapemyrtle,6.1,25,19,25,Lagerstroemia indica,Active,12
7263,2012-09-20,QUSH,Shumard oak,7.7,29,21,16,Quercus shumardii,Active,10
7264,2012-09-20,ILCO2,Chinese holly,2.1,9,8,7,Ilex cornuta,Active,4
7265,2012-09-20,CRJA,Japanese red cedar,11,46,21,22,Cryptomeria japonica,Active,11
7266,2012-09-20,CRJA,Japanese red cedar,13,42,23,21,Cryptomeria japonica,Active,12
7267,2012-09-20,QURU,Northern red oak,6.7,30,21,19,Quercus rubra,Active,10
7268,2012-09-20,QUFA,Southern red oak,8.1,33,24,24,Quercus falcata,Active,12
7269,2012-09-20,QUNU,Texas red oak,7.2,29,32,26,Quercus texana,Active,16
7270,2012-09-20,LAIN,Common crapemyrtle,2.9,19,13,16,Lagerstroemia indica,Active,8
7271,2012-09-20,TADI,Baldcypress,7.3,22,12,12,Taxodium distichum,Active,6
7272,2012-09-20,TADI,Baldcypress,8.5,29,14,13,Taxodium distichum,Active,7
7273,2012-09-20,ILCO2,Chinese holly,2.4,9,8,9,Ilex cornuta,Active,4
7274,2012-09-20,QUNI,Water oak,21.3,45,48,35,Quercus nigra,Active,24
7275,2012-09-20,QUNI,Water oak,31.4,68,54,40,Quercus nigra,Active,27
7276,2012-09-21,CRJA,Japanese red cedar,11.3,46,21,18,Cryptomeria japonica,Active,10
7277,2012-09-21,CRJA,Japanese red cedar,2.3,17,12,11,Cryptomeria japonica,Active,6
7278,2012-09-21,ZESE,Japanese zelkova,5.4,20,18,15,Zelkova serrata,Active,9
7279,2012-09-21,QURU,Northern red oak,5.6,26,16,18,Quercus rubra,Active,9
7280,2012-09-21,LAIN,Common crapemyrtle,2.8,20,15,16,Lagerstroemia indica,Active,8
7281,2012-09-21,QUBI,Swamp white oak,4.3,19,17,14,Quercus bicolor,Active,8
7282,2012-09-21,LAIN,Common crapemyrtle,4,16,19,21,Lagerstroemia indica,Active,10
7283,2012-09-21,ILCO2,Chinese holly,1.8,8,8,7,Ilex cornuta,Active,4
7284,2012-09-21,ZESE,Japanese zelkova,9.3,24,28,28,Zelkova serrata,Active,14
7285,2012-09-21,ZESE,Japanese zelkova,8.1,23,27,32,Zelkova serrata,Active,16
7286,2012-09-21,ILCO2,Chinese holly,1.1,9,6,9,Ilex cornuta,Active,4
7287,2012-09-21,COFL,Flowering dogwood,5.2,15,11,14,Cornus florida,Active,7
7288,2012-09-21,COFL,Flowering dogwood,4.6,13,11,11,Cornus florida,Active,6
7289,2012-09-21,COFL,Flowering dogwood,4.9,15,11,11,Cornus florida,Active,6
7290,2012-09-21,ZESE,Japanese zelkova,7.6,23,24,23,Zelkova serrata,Active,12
7291,2012-09-21,ILCO2,Chinese holly,3.3,17,13,14,Ilex cornuta,Active,7
7292,2012-09-21,LAIN,Common crapemyrtle,4.1,15,17,23,Lagerstroemia indica,Active,12
7293,2012-09-21,ZESE,Japanese zelkova,5.5,20,19,20,Zelkova serrata,Active,10
7294,2012-09-21,QUPH,Willow oak,12.1,46,27,31,Quercus phellos,Active,16
7295,2012-09-21,ILCO2,Chinese holly,5.9,27,18,17,Ilex cornuta,Active,9
7296,2012-09-21,ACSA2,Sugar maple,4.5,20,21,20,Acer saccharum,Active,10
7297,2012-09-21,ACSA2,Sugar maple,5.2,23,19,18,Acer saccharum,Active,10
7298,2012-09-21,ILCO2,Chinese holly,5.3,30,20,19,Ilex cornuta,Active,10
7299,2012-09-21,ACSA2,Sugar maple,3.6,17,16,16,Acer saccharum,Active,8
7300,2012-09-21,ACPA,Japanese maple,7.9,13,23,19,Acer palmatum,Active,12
7301,2012-09-21,QUPH,Willow oak,12.4,40,31,26,Quercus phellos,Active,16
7302,2012-09-21,ACSA2,Sugar maple,4,18,18,17,Acer saccharum,Active,9
7303,2012-09-21,QUNI,Water oak,30.4,50,46,34,Quercus nigra,Active,23
7304,2012-09-21,QUPA,Pin oak,6.8,34,21,19,Quercus palustris,Active,10
7305,2012-09-21,GIBI,Ginkgo,3.6,18,10,11,Ginkgo biloba,Active,6
7306,2012-09-21,QUPH,Willow oak,19.8,45,35,29,Quercus phellos,Active,18
7307,2012-09-21,GIBI,Ginkgo,2.6,13,10,9,Ginkgo biloba,Active,5
7308,2012-09-21,GIBI,Ginkgo,3.5,21,8,12,Ginkgo biloba,Active,6
7309,2012-09-21,QUNI,Water oak,12.1,39,30,32,Quercus nigra,Active,16
7310,2012-09-21,ACSA2,Sugar maple,3.5,16,14,12,Acer saccharum,Active,7
7311,2012-09-21,ACSA2,Sugar maple,4.1,19,15,13,Acer saccharum,Active,8
7312,2012-09-21,ACSA2,Sugar maple,3.5,17,12,11,Acer saccharum,Active,6
7313,2012-09-21,ACSA2,Sugar maple,3,14,10,11,Acer saccharum,Active,6
7314,2012-09-21,ACSA2,Sugar maple,2.8,15,10,11,Acer saccharum,Active,6
7315,2012-09-21,ACSA2,Sugar maple,3.3,14,11,10,Acer saccharum,Active,6
7316,2012-09-21,ACSA2,Sugar maple,2.6,12,12,10,Acer saccharum,Active,6
7317,2012-09-21,ACSA2,Sugar maple,3.3,16,9,12,Acer saccharum,Active,6
7318,2012-09-21,ACSA2,Sugar maple,2.8,14,14,11,Acer saccharum,Active,7
7319,2012-09-21,ACSA2,Sugar maple,3.3,17,12,12,Acer saccharum,Active,6
7320,2012-09-21,ACSA2,Sugar maple,3.8,16,11,13,Acer saccharum,Active,6
7321,2012-09-21,ACSA2,Sugar maple,4.2,18,14,4,Acer saccharum,Active,7
7322,2012-09-21,ACSA2,Sugar maple,2.7,14,5,7,Acer saccharum,Active,4
7323,2012-09-21,ACSA2,Sugar maple,3.1,16,11,13,Acer saccharum,Active,6
7324,2012-09-21,ACSA2,Sugar maple,2.4,15,6,9,Acer saccharum,Active,4
7325,2012-09-21,ACSA2,Sugar maple,3.6,16,12,13,Acer saccharum,Active,6
7326,2012-09-21,ACSA2,Sugar maple,3.8,17,13,14,Acer saccharum,Active,7
7327,2012-09-21,ACSA2,Sugar maple,4,16,13,14,Acer saccharum,Active,7
7328,2012-09-21,ACSA2,Sugar maple,4.6,18,15,14,Acer saccharum,Active,8
7329,2012-09-21,LAIN,Common crapemyrtle,4.8,17,21,22,Lagerstroemia indica,Active,11
7330,2012-09-21,LAIN,Common crapemyrtle,4.7,21,21,21,Lagerstroemia indica,Active,10
7331,2012-09-21,LAIN,Common crapemyrtle,5.2,18,22,21,Lagerstroemia indica,Active,11
7332,2012-09-21,LAIN,Common crapemyrtle,3.5,17,15,16,Lagerstroemia indica,Active,8
7333,2012-09-21,LAIN,Common crapemyrtle,4.7,18,21,18,Lagerstroemia indica,Active,10
7334,2012-09-21,LAIN,Common crapemyrtle,7,17,20,23,Lagerstroemia indica,Active,12
7335,2012-09-21,ACSA2,Sugar maple,4.7,24,18,21,Acer saccharum,Active,10
7336,2012-09-21,ACRU,Red maple,2.9,23,17,14,Acer rubrum,Active,8
7337,2012-09-21,ZESE,Japanese zelkova,7.9,28,21,21,Zelkova serrata,Active,10
7338,2012-09-21,ZESE,Japanese zelkova,9.7,28,23,22,Zelkova serrata,Active,12
7339,2012-09-21,ZESE,Japanese zelkova,6.5,22,17,17,Zelkova serrata,Active,8
7340,2012-09-21,ZESE,Japanese zelkova,8,27,22,23,Zelkova serrata,Active,12
7341,2012-09-21,ZESE,Japanese zelkova,7.8,24,22,23,Zelkova serrata,Active,12
7342,2012-09-21,ZESE,Japanese zelkova,9,31,21,28,Zelkova serrata,Active,14
7343,2012-09-21,ZESE,Japanese zelkova,12.3,30,26,28,Zelkova serrata,Active,14
7344,2012-09-21,QUAL,White oak,5.3,26,17,17,Quercus alba,Removed,8
7345,2012-09-21,MAGR,Southern magnolia,16.9,36,40,41,Magnolia grandiflora,Removed,20
7346,2012-09-21,PYCA,Callery pear,20.9,38,37,48,Pyrus calleryana,Removed,24
7347,2012-09-21,QUSH,Shumard oak,5.8,27,21,19,Quercus shumardii,Removed,10
7348,2012-09-21,PYCA,Callery pear,17.3,34,42,45,Pyrus calleryana,Removed,22
7349,2012-09-21,PYCA,Callery pear,24,31,33,60,Pyrus calleryana,Removed,30
7350,2012-09-21,QUSH,Shumard oak,3.3,14,13,14,Quercus shumardii,Removed,7
7351,2012-09-21,PYCA,Callery pear,21,41,51,54,Pyrus calleryana,Removed,27
7352,2012-09-21,MAGR,Southern magnolia,30,49,38,40,Magnolia grandiflora,Removed,20
7353,2012-09-21,LAIN,Common crapemyrtle,7,26,29,27,Lagerstroemia indica,Active,14
7354,2012-09-21,MAGR,Southern magnolia,13.3,42,27,34,Magnolia grandiflora,Active,17
7355,2012-09-21,MAGR,Southern magnolia,12.3,34,22,30,Magnolia grandiflora,Active,15
7356,2012-09-21,MAGR,Southern magnolia,14.6,38,35,31,Magnolia grandiflora,Active,18
7357,2012-09-21,QUPH,Willow oak,32.5,81,65,61,Quercus phellos,Active,32
7358,2012-09-21,SYSP,lilac spp,1.6,10,13,10,Syringa,Active,6
7359,2012-09-21,QUPH,Willow oak,32.2,78,70,46,Quercus phellos,Active,35
7360,2012-09-21,QUPH,Willow oak,24.9,78,61,39,Quercus phellos,Active,30
7361,2012-09-21,COKO,Kousa dogwood,3.4,13,13,13,Cornus kousa,Active,6
7362,2012-09-21,COKO,Kousa dogwood,3.1,11,6,10,Cornus kousa,Active,5
7363,2012-09-21,LAIN,Common crapemyrtle,1.6,17,17,17,Lagerstroemia indica,Active,8
7364,2012-09-21,COKO,Kousa dogwood,3.3,7,6,6,Cornus kousa,Active,3
7365,2012-09-21,COKO,Kousa dogwood,3.4,7,11,11,Cornus kousa,Active,6
7366,2012-09-21,QUPH,Willow oak,34.6,65,75,41,Quercus phellos,Active,38
7367,2012-09-21,QUNI,Water oak,19.7,60,65,40,Quercus nigra,Active,32
7368,2012-09-22,LAIN,Common crapemyrtle,3.3,29,19,18,Lagerstroemia indica,Active,10
7369,2012-09-22,LAIN,Common crapemyrtle,4.4,29,24,19,Lagerstroemia indica,Active,12
7370,2012-09-22,LAIN,Common crapemyrtle,12.4,30,22,25,Lagerstroemia indica,Active,12
7371,2012-09-22,SYSP,lilac spp,7.1,9,9,10,Syringa,Active,5
7372,2012-09-22,SYSP,lilac spp,10.5,10,9,10,Syringa,Active,5
7373,2012-09-22,SYSP,lilac spp,8.9,11,9,11,Syringa,Active,6
7374,2012-09-22,SYSP,lilac spp,9.7,9,8,10,Syringa,Active,5
7375,2012-09-22,CAIL,Pecan,2.8,16,14,16,Carya illinoinensis,Removed,8
7376,2012-09-22,QUNU,Texas red oak,7.7,31,25,25,Quercus texana,Removed,12
7377,2012-09-22,QUNU,Texas red oak,7.6,27,24,20,Quercus texana,Removed,12
7378,2012-09-22,CAIL,Pecan,25,58,39,50,Carya illinoinensis,Removed,25
7379,2012-09-22,SYSP,lilac spp,7.1,11,8,8,Syringa,Active,4
7380,2012-09-22,SYSP,lilac spp,8.6,12,9,9,Syringa,Active,4
7381,2012-09-22,SYSP,lilac spp,8.4,12,9,9,Syringa,Active,4
7382,2012-09-22,SYSP,lilac spp,6.5,9,7,7,Syringa,Active,4
7383,2012-09-22,MAGR,Southern magnolia,10,27,22,18,Magnolia grandiflora,Removed,11
7384,2012-09-22,MAGR,Southern magnolia,12.9,40,23,25,Magnolia grandiflora,Removed,12
7385,2012-09-22,MAGR,Southern magnolia,8.8,31,23,21,Magnolia grandiflora,Removed,12
7386,2012-09-22,PIST,Eastern white pine,23.2,57,42,44,Pinus strobus,Removed,22
7387,2012-09-22,PIST,Eastern white pine,16.5,61,21,26,Pinus strobus,Removed,13
7388,2012-09-22,PIST,Eastern white pine,14.2,53,20,27,Pinus strobus,Removed,14
7389,2012-09-22,PIST,Eastern white pine,19,68,25,24,Pinus strobus,Removed,12
7390,2012-09-22,PIST,Eastern white pine,23.8,65,38,35,Pinus strobus,Removed,19
7391,2012-09-22,PIST,Eastern white pine,24.9,65,34,52,Pinus strobus,Removed,26
7392,2012-09-22,CAIL,Pecan,21.5,49,36,50,Carya illinoinensis,Removed,25
7393,2012-09-22,QUNI,Water oak,18.5,46,47,40,Quercus nigra,Removed,24
7394,2012-09-22,QUNI,Water oak,10.4,40,17,33,Quercus nigra,Removed,16
7395,2012-09-22,QUNI,Water oak,28,51,54,59,Quercus nigra,Removed,30
7396,2012-09-22,QUNI,Water oak,27.1,59,53,56,Quercus nigra,Removed,28
7397,2012-09-22,ACRU,Red maple,6.8,32,24,22,Acer rubrum,Active,12
7398,2012-09-22,MAGR,Southern magnolia,3.8,14,6,9,Magnolia grandiflora,Active,4
7399,2012-09-22,MAGR,Southern magnolia,5.1,19,10,10,Magnolia grandiflora,Active,5
7400,2012-09-22,MAGR,Southern magnolia,3.6,22,12,14,Magnolia grandiflora,Removed,7
7401,2012-09-22,MAGR,Southern magnolia,3.7,22,11,13,Magnolia grandiflora,Removed,6
7402,2012-09-23,PRYE,Yoshino flowering cherry,7,20,22,27,Prunus yedoensis,Removed,14
7403,2012-09-23,PRYE,Yoshino flowering cherry,7.4,25,29,34,Prunus yedoensis,Active,17
7404,2012-09-23,PRYE,Yoshino flowering cherry,1.9,11,16,17,Prunus yedoensis,Active,8
7405,2012-09-23,PRYE,Yoshino flowering cherry,2.8,16,20,20,Prunus yedoensis,Active,10
7406,2012-09-23,PRYE,Yoshino flowering cherry,6.2,22,21,20,Prunus yedoensis,Active,10
7407,2012-09-23,PRYE,Yoshino flowering cherry,3.3,20,22,20,Prunus yedoensis,Active,11
7408,2012-09-23,PRYE,Yoshino flowering cherry,5.6,19,21,19,Prunus yedoensis,Active,10
7409,2012-09-23,PRYE,Yoshino flowering cherry,1.7,16,15,13,Prunus yedoensis,Active,8
7410,2012-09-23,PRYE,Yoshino flowering cherry,2.8,22,20,14,Prunus yedoensis,Active,10
7411,2012-09-23,PRYE,Yoshino flowering cherry,1.3,7,8,15,Prunus yedoensis,Active,8
7412,2012-09-23,PRYE,Yoshino flowering cherry,10.2,23,30,29,Prunus yedoensis,Active,15
7413,2012-09-23,PITA,Loblolly pine,1.9,14,7,9,Pinus taeda,Active,4
7414,2012-09-23,PRYE,Yoshino flowering cherry,4.9,26,22,21,Prunus yedoensis,Active,11
7415,2012-09-23,PRYE,Yoshino flowering cherry,7.1,22,19,24,Prunus yedoensis,Active,12
7416,2012-09-23,PRYE,Yoshino flowering cherry,4.2,10,12,14,Prunus yedoensis,Active,7
7417,2012-09-23,QUSH,Shumard oak,14.6,49,34,31,Quercus shumardii,Active,17
7418,2012-09-23,CAIL,Pecan,20.9,53,62,49,Carya illinoinensis,Active,31
7419,2012-09-23,QUNI,Water oak,41.4,55,68,79,Quercus nigra,Active,40
7420,2012-09-23,LIST,Sweetgum,2.3,15,10,15,Liquidambar styraciflua,Active,8
7421,2012-09-23,LIST,Sweetgum,2.3,18,12,11,Liquidambar styraciflua,Active,6
7422,2012-09-23,ACRU,Red maple,2.1,16,7,8,Acer rubrum,Active,4
7423,2012-09-23,CELA,Sugarberry,2.8,20,19,16,Celtis laevigata,Active,10
7424,2012-09-23,CELA,Sugarberry,3.6,20,16,15,Celtis laevigata,Active,8
7425,2012-09-23,ACRU,Red maple,2.2,16,9,9,Acer rubrum,Active,4
7426,2012-09-23,LIST,Sweetgum,3.9,23,13,16,Liquidambar styraciflua,Active,8
7427,2012-09-23,LIST,Sweetgum,3.9,17,12,14,Liquidambar styraciflua,Active,7
7428,2012-09-23,CAIL,Pecan,11.1,43,34,35,Carya illinoinensis,Active,18
7429,2012-09-23,PRYE,Yoshino flowering cherry,2.5,10,11,11,Prunus yedoensis,Active,6
7430,2012-09-23,PRYE,Yoshino flowering cherry,2.5,10,7,10,Prunus yedoensis,Active,5
7431,2012-09-23,LIST,Sweetgum,31,62,47,49,Liquidambar styraciflua,Active,24
7432,2012-09-23,AMLA,Smooth service berry,2.3,9,6,7,Amelanchier laevis,Active,4
7433,2012-09-23,QUNU,Texas red oak,2.3,18,10,11,Quercus texana,Active,6
7434,2012-09-23,QUPH,Willow oak,2,14,9,9,Quercus phellos,Active,4
7435,2012-09-23,QUNU,Texas red oak,1.7,18,8,8,Quercus texana,Active,4
7436,2012-09-23,CAIL,Pecan,42.8,81,83,76,Carya illinoinensis,Active,42
7437,2012-09-23,CAIL,Pecan,27.5,67,58,66,Carya illinoinensis,Active,33
7438,2012-09-23,QUST,Post oak,29.2,64,74,40,Quercus stellata,Active,37
7439,2012-09-23,QUST,Post oak,39.8,70,76,44,Quercus stellata,Active,38
7440,2012-09-23,QUNU,Texas red oak,1.9,17,10,10,Quercus texana,Active,5
7441,2012-09-23,FRPE,Green ash,2.3,17,10,12,Fraxinus pennsylvanica,Active,6
7442,2012-09-23,QUBI,Swamp white oak,1.8,12,6,9,Quercus bicolor,Active,4
7443,2012-09-23,QULY,Overcup oak,1.9,14,9,9,Quercus lyrata,Active,4
7444,2012-09-23,LAIN,Common crapemyrtle,4.8,22,12,17,Lagerstroemia indica,Active,8
7445,2012-09-23,LAIN,Common crapemyrtle,3.9,21,16,17,Lagerstroemia indica,Active,8
7446,2012-09-23,LAIN,Common crapemyrtle,4.6,23,16,20,Lagerstroemia indica,Active,10
7447,2012-09-23,MAGR,Southern magnolia,32.4,50,56,55,Magnolia grandiflora,Active,28
7448,2012-09-23,LAIN,Common crapemyrtle,3,20,24,27,Lagerstroemia indica,Active,14
7449,2012-09-23,LAIN,Common crapemyrtle,3.9,21,21,25,Lagerstroemia indica,Active,12
7450,2012-09-23,LAIN,Common crapemyrtle,5.4,21,26,33,Lagerstroemia indica,Active,16
7451,2012-09-23,LAIN,Common crapemyrtle,5.7,24,23,27,Lagerstroemia indica,Active,14
7452,2012-09-23,LAIN,Common crapemyrtle,5.1,19,20,30,Lagerstroemia indica,Active,15
